,Date,Open,High,Low,Close,Adj Close,Volume,Effective Federal Funds Rate,Inflation Rate
0,1962-01-01,0.0,3.5535120964050293,3.4489970207214355,3.4751250743865967,0.5709767937660217,254509.0,2.15,1.3
1,1962-02-01,0.0,3.573107957839966,3.435931921005249,3.5535120964050293,0.5838567018508911,319571.0,2.37,1.3
2,1962-03-01,0.0,3.520850896835327,3.4489970207214355,3.4751250743865967,0.5727059245109558,139693.0,2.85,1.6
3,1962-04-01,0.0,3.6514949798583984,3.625365972518921,3.644962072372437,0.6006947755813599,116730.0,2.78,1.3
4,1962-05-01,0.0,3.422868013381958,3.2922239303588867,3.403270959854126,0.5608639121055603,359757.0,2.36,1.6
5,1962-06-01,0.0,2.9460179805755615,2.7761809825897217,2.7761809825897217,0.4575187563896179,694637.0,2.68,1.6
6,1962-07-01,0.0,2.5279579162597656,2.4430389404296875,2.514893054962158,0.4144580066204071,195187.0,2.71,1.3
7,1962-08-01,0.0,2.639004945755005,2.58674693107605,2.5998120307922363,0.4284525215625763,177965.0,2.93,1.3
8,1962-09-01,0.0,2.8610990047454834,2.7761809825897217,2.7957780361175537,0.4624571800231933,193274.0,2.9,1.3
9,1962-10-01,0.0,2.554086923599243,2.4626359939575195,2.4626359939575195,0.4073514938354492,225805.0,2.9,1.3
10,1962-11-01,0.0,2.5475540161132812,2.449570894241333,2.5410220623016357,0.4203177988529205,451610.0,2.94,1.3
11,1962-12-01,0.0,2.8676319122314453,2.802309989929199,2.8284389972686768,0.4696578681468963,174138.0,2.93,1.3
12,1963-01-01,0.0,2.7957780361175537,2.743520021438598,2.7565839290618896,0.4577260911464691,132038.0,2.92,1.0
13,1963-02-01,0.0,3.1485159397125244,3.122386932373047,3.141983985900879,0.5217214226722717,78458.0,3.0,1.0
14,1963-03-01,0.0,3.057065010070801,2.939486026763916,2.9590818881988525,0.4931888282299042,168397.0,2.98,1.0
15,1963-04-01,0.0,3.1027910709381104,3.0635969638824463,3.089725971221924,0.5149627923965454,97594.0,2.9,1.3
16,1963-05-01,0.0,3.207305908203125,3.1942410469055176,3.200773000717163,0.5334709882736206,86112.0,3.0,1.0
17,1963-06-01,0.0,3.0962579250335693,3.057065010070801,3.076662063598633,0.5147240161895752,162656.0,2.99,1.3
18,1963-07-01,0.0,2.98521089553833,2.9329540729522705,2.939486026763916,0.4917744994163513,107162.0,3.02,1.3
19,1963-08-01,0.0,3.1027910709381104,3.0309360027313232,3.057065010070801,0.5114455223083496,120557.0,3.49,1.6
20,1963-09-01,0.0,3.305288076400757,3.27262806892395,3.27262806892395,0.54945969581604,195187.0,3.48,1.3
21,1963-10-01,0.0,3.2464990615844727,3.1942410469055176,3.2269020080566406,0.5417822599411011,155002.0,3.5,1.3
22,1963-11-01,0.0,3.5339150428771973,3.488189935684204,3.488189935684204,0.5856514573097229,135866.0,3.48,1.6
23,1963-12-01,0.0,3.4947218894958496,3.4489970207214355,3.488189935684204,0.58763587474823,168397.0,3.38,1.6
24,1964-01-01,0.0,3.455528974533081,3.390207052230835,3.409804105758667,0.5744311809539795,116730.0,3.48,1.9
25,1964-02-01,0.0,3.605768918991089,3.5665760040283203,3.573107957839966,0.6019420623779297,336794.0,3.48,1.9
26,1964-03-01,0.0,3.5796399116516113,3.5339150428771973,3.5796399116516113,0.6052592396736145,122470.0,3.43,1.9
27,1964-04-01,0.0,3.403270959854126,3.3640780448913574,3.390207052230835,0.5732287168502808,179878.0,3.47,1.6
28,1964-05-01,0.0,3.3248848915100098,3.2791600227355957,3.2791600227355957,0.5544528365135193,126298.0,3.5,1.6
29,1964-06-01,0.0,3.1289188861846924,3.109323024749756,3.109323024749756,0.5278434753417969,350189.0,3.5,1.6
30,1964-07-01,0.0,3.0831940174102783,3.057065010070801,3.0701301097869873,0.52118980884552,212410.0,3.42,1.6
31,1964-08-01,0.0,3.15504789352417,3.115854978561402,3.1354520320892334,0.5322789549827576,141606.0,3.5,0.9
32,1964-09-01,0.0,3.0701301097869873,3.004807949066162,3.017872095108032,0.5144624710083008,275558.0,3.45,1.3
33,1964-10-01,0.0,2.978678941726685,2.9329540729522705,2.9329540729522705,0.4999862909317016,176051.0,3.36,1.3
34,1964-11-01,0.0,3.1615800857543945,3.1289188861846924,3.1485159397125244,0.5367333889007568,221978.0,3.52,1.2
35,1964-12-01,0.0,2.9917430877685547,2.952549934387207,2.9656150341033936,0.5076510310173035,130125.0,3.85,1.2
36,1965-01-01,0.0,3.004807949066162,2.919888973236084,3.004807949066162,0.5143604278564453,300435.0,3.9,1.6
37,1965-02-01,0.0,3.344481945037842,3.305288076400757,3.344481945037842,0.572505533695221,145434.0,3.98,1.6
38,1965-03-01,0.0,3.2464990615844727,3.200773000717163,3.2464990615844727,0.5582553744316101,223891.0,4.04,1.2
39,1965-04-01,0.0,3.2269020080566406,3.174644947052002,3.207305908203125,0.5515154004096985,84198.0,4.09,1.6
40,1965-05-01,0.0,3.233433961868286,3.207305908203125,3.220370054244995,0.553761899471283,158829.0,4.1,1.6
41,1965-06-01,0.0,3.1289188861846924,3.1027910709381104,3.115854978561402,0.5381531715393066,76544.0,4.04,1.2
42,1965-07-01,0.0,3.0244040489196777,2.9590818881988525,3.0113399028778076,0.5201014876365662,210496.0,4.09,1.2
43,1965-08-01,0.0,2.952549934387207,2.8610990047454834,2.939486026763916,0.5076912045478821,214323.0,4.12,1.6
44,1965-09-01,0.0,2.8610990047454834,2.841502904891968,2.8610990047454834,0.4965122938156128,265990.0,4.01,1.5
45,1965-10-01,0.0,3.0831940174102783,3.037468910217285,3.0635969638824463,0.5316532254219055,158829.0,4.08,1.5
46,1965-11-01,0.0,3.390207052230835,3.2791600227355957,3.390207052230835,0.5883330702781677,447782.0,4.1,1.2
47,1965-12-01,0.0,3.4947218894958496,3.4620609283447266,3.4751250743865967,0.6056569218635559,114816.0,4.32,1.5
48,1966-01-01,0.0,3.5469799041748047,3.4751250743865967,3.4751250743865967,0.6056569218635559,128211.0,4.42,0.9
49,1966-02-01,0.0,3.605768918991089,3.5535120964050293,3.560044050216675,0.6204568147659302,273645.0,4.6,1.2
50,1966-03-01,0.0,3.5469799041748047,3.4424641132354736,3.4424641132354736,0.6026131510734558,220064.0,4.65,1.5
51,1966-04-01,0.0,3.5469799041748047,3.468592882156372,3.5339150428771973,0.6186224222183228,185619.0,4.67,1.8
52,1966-05-01,0.0,3.945442914962769,3.8997180461883545,3.938910961151123,0.6895182132720947,95680.0,4.9,2.1
53,1966-06-01,0.0,3.8801209926605225,3.840928077697754,3.853991985321045,0.6776703000068665,220064.0,5.17,2.4
54,1966-07-01,0.0,4.010765075683594,3.919313907623291,3.997700929641723,0.7029392719268799,168397.0,5.3,2.8
55,1966-08-01,0.0,4.219795227050781,4.1283440589904785,4.1283440589904785,0.725911021232605,220064.0,5.53,3.1
56,1966-09-01,0.0,3.984636068344116,3.90625,3.90625,0.6894562840461731,1356742.0,5.4,3.0
57,1966-10-01,0.0,4.043426036834717,3.9323790073394775,3.958508014678955,0.6986801028251648,715686.0,5.53,3.3
58,1966-11-01,0.0,4.102215766906738,3.951975107192993,4.102215766906738,0.724044680595398,172224.0,5.76,3.6
59,1966-12-01,0.0,4.258987903594971,4.167538166046143,4.239391803741455,0.7511130571365356,281299.0,5.4,3.3
60,1967-01-01,0.0,4.154472827911377,4.095684051513672,4.1283440589904785,0.7314385175704956,101421.0,4.94,3.6
61,1967-02-01,0.0,4.441889762878418,4.402696132659912,4.402696132659912,0.780046284198761,223891.0,5.0,3.6
62,1967-03-01,0.0,4.637855052947998,4.552937030792236,4.637855052947998,0.8248324990272522,225805.0,4.53,3.6
63,1967-04-01,0.0,4.794628143310547,4.670516014099121,4.670516014099121,0.8306411504745483,132038.0,4.05,3.3
64,1967-05-01,0.0,4.579065799713135,4.533339977264404,4.579065799713135,0.8143771290779114,287040.0,3.94,3.3
65,1967-06-01,0.0,4.481082916259766,4.409228801727295,4.454954147338867,0.7952538132667542,195187.0,3.98,3.3
66,1967-07-01,0.0,4.265520095825195,4.193665981292725,4.265520095825195,0.7614378333091736,153088.0,3.79,3.3
67,1967-08-01,0.0,4.546404838562012,4.454954147338867,4.520276069641113,0.8069145083427429,696550.0,3.9,3.3
68,1967-09-01,0.0,4.402696132659912,4.31777811050415,4.402696132659912,0.7889156341552734,101421.0,3.99,3.6
69,1967-10-01,0.0,4.6966447830200195,4.6639838218688965,4.670516014099121,0.8369055986404419,137779.0,3.88,3.5
70,1967-11-01,0.0,4.6509199142456055,4.579065799713135,4.579065799713135,0.8205185532569885,191360.0,4.13,3.5
71,1967-12-01,0.0,4.775031089782715,4.709709167480469,4.709709167480469,0.8463640213012695,143520.0,4.51,3.8
72,1968-01-01,0.0,4.957932949066162,4.892611026763916,4.899143218994141,0.8804059028625488,133952.0,4.6,4.1
73,1968-02-01,0.0,4.611727237701416,4.533339977264404,4.546404838562012,0.8170172572135925,139693.0,4.71,4.1
74,1968-03-01,0.0,4.422293186187744,4.3635029792785645,4.3961639404296875,0.7934677600860596,160742.0,5.05,4.4
75,1968-04-01,0.0,4.729306221008301,4.611727237701416,4.6509199142456055,0.8394485116004944,403770.0,5.76,4.4
76,1968-05-01,0.0,5.271478176116943,5.140833854675293,5.140833854675293,0.927873432636261,348275.0,6.11,4.3
77,1968-06-01,0.0,6.003083229064941,5.846311092376709,5.983487129211426,1.083584904670715,243027.0,6.07,4.6
78,1968-07-01,0.0,5.709135055541992,5.585022926330566,5.611152172088623,1.0161569118499756,156915.0,6.02,4.9
79,1968-08-01,0.0,5.232285022735596,5.199624061584473,5.212687969207764,0.9439969062805176,197101.0,6.03,4.9
80,1968-09-01,0.0,5.539298057556152,5.473976135253906,5.473976135253906,0.9948039054870604,120557.0,5.78,4.9
81,1968-10-01,0.0,5.428249835968018,5.356396198272705,5.3825249671936035,0.9781841039657592,166483.0,5.91,4.8
82,1968-11-01,0.0,5.696070194244385,5.624216079711914,5.624216079711914,1.0221073627471924,172224.0,5.82,5.1
83,1968-12-01,0.0,5.957357883453369,5.878972053527832,5.878972053527832,1.0684051513671875,66976.0,6.02,5.1
84,1969-01-01,0.0,5.441315174102783,5.3694610595703125,5.3825249671936035,0.9781841039657592,183706.0,6.3,5.1
85,1969-02-01,0.0,5.23881721496582,5.180027008056641,5.199624061584473,0.9449449181556702,225805.0,6.61,5.3
86,1969-03-01,0.0,5.10817289352417,5.016722202301025,5.0689802169799805,0.9248569011688232,271731.0,6.79,5.6
87,1969-04-01,0.0,5.415185928344727,5.343331813812256,5.356396198272705,0.9772971868515016,472659.0,7.41,6.1
88,1969-05-01,0.0,5.558894157409668,5.480507850646973,5.545829772949219,1.0118603706359863,384634.0,8.67,6.1
89,1969-06-01,0.0,5.6176838874816895,5.565425872802734,5.591555118560791,1.023892164230347,109075.0,8.9,5.8
90,1969-07-01,0.0,5.330267906188965,5.284542083740234,5.304139137268066,0.9712625741958618,155002.0,8.61,5.8
91,1969-08-01,0.0,5.40865421295166,5.356396198272705,5.389057159423828,0.9868117570877076,495622.0,9.19,5.8
92,1969-09-01,0.0,5.669940948486328,5.591555118560791,5.6176838874816895,1.032555103302002,120557.0,9.15,6.0
93,1969-10-01,0.0,5.774456977844238,5.656877040863037,5.68953800201416,1.045762062072754,252595.0,9.0,6.0
94,1969-11-01,0.0,6.009614944458008,5.878972053527832,5.996551036834717,1.1021931171417236,507104.0,8.85,5.9
95,1969-12-01,0.0,5.996551036834717,5.885503768920898,5.990018844604492,1.10481858253479,344448.0,8.97,6.2
96,1970-01-01,5.728731155395508,5.761392116546631,5.722198963165283,5.728731155395508,1.0566248893737793,86112.0,8.98,6.2
97,1970-02-01,5.245348930358887,5.251881122589111,5.206155776977539,5.245348930358887,0.9674687385559082,407597.0,8.98,6.1
98,1970-03-01,5.696070194244385,5.735262870788574,5.6830058097839355,5.6830058097839355,1.0481916666030884,133952.0,7.76,6.1
99,1970-04-01,5.487040042877197,5.585022926330566,5.487040042877197,5.545829772949219,1.02289080619812,288954.0,8.1,5.8
100,1970-05-01,4.899143218994141,4.944868087768555,4.873013973236084,4.912207126617432,0.9060235619544984,311917.0,7.94,6.0
101,1970-06-01,4.4157609939575195,4.533339977264404,4.4157609939575195,4.448421955108643,0.8244932293891907,486054.0,7.6,6.5
102,1970-07-01,3.945442914962769,3.951975107192993,3.840928077697754,3.840928077697754,0.7118970155715942,342534.0,7.21,6.2
103,1970-08-01,4.219795227050781,4.24592399597168,4.193665981292725,4.219795227050781,0.7821183204650879,870688.0,6.61,6.2
104,1970-09-01,4.592130184173584,4.592130184173584,4.441889762878418,4.454954147338867,0.8303600549697876,1894464.0,6.29,6.2
105,1970-10-01,4.618258953094482,4.644388198852539,4.533339977264404,4.546404838562012,0.8474048972129822,1951872.0,6.2,6.4
106,1970-11-01,4.624791145324707,4.6509199142456055,4.611727237701416,4.637855052947998,0.8644508719444275,277472.0,5.6,6.6
107,1970-12-01,4.6966447830200195,4.722774028778076,4.6509199142456055,4.6966447830200195,0.8798562288284302,510931.0,4.9,6.6
108,1971-01-01,5.134302139282227,5.134302139282227,5.062448024749756,5.062448024749756,0.9483845233917236,199014.0,4.14,6.3
109,1971-02-01,5.193091869354248,5.225752830505371,5.193091869354248,5.206155776977539,0.975306272506714,679328.0,3.72,5.8
110,1971-03-01,5.421718120574951,5.434782981872559,5.3825249671936035,5.434782981872559,1.022790789604187,352102.0,3.71,5.2
111,1971-04-01,5.892035961151123,5.944293022155762,5.865907192230225,5.944293022155762,1.1186774969100952,193274.0,4.15,5.0
112,1971-05-01,5.983487129211426,6.003083229064941,5.91816520690918,5.97042179107666,1.1235942840576172,355930.0,4.63,5.2
113,1971-06-01,5.957357883453369,5.976953983306885,5.91816520690918,5.91816520690918,1.118363380432129,126298.0,4.91,4.9
114,1971-07-01,6.329692840576172,6.329692840576172,6.283967018127441,6.3231611251831055,1.1948957443237305,610438.0,5.31,4.9
115,1971-08-01,6.022679805755615,6.055340766906738,5.990018844604492,6.02921199798584,1.1393474340438845,202842.0,5.56,4.6
116,1971-09-01,6.238242149353027,6.251306056976318,6.218645095825195,6.218645095825195,1.1797643899917605,172224.0,5.55,4.4
117,1971-10-01,6.395014762878418,6.532190799713135,6.362353801727295,6.519125938415527,1.236769199371338,336794.0,5.2,3.8
118,1971-11-01,6.27090311050415,6.290500164031982,6.1402587890625,6.159855842590332,1.1686112880706787,204755.0,4.91,3.3
119,1971-12-01,6.401546955108643,6.519125938415527,6.401546955108643,6.519125938415527,1.2415900230407717,407597.0,4.14,3.1
120,1972-01-01,7.0547661781311035,7.080894947052002,6.963315010070801,6.963315010070801,1.3261874914169312,120557.0,3.5,3.1
121,1972-02-01,7.028636932373047,7.126619815826416,7.028636932373047,7.087427139282227,1.3498241901397705,239200.0,3.29,3.3
122,1972-03-01,7.3552470207214355,7.387907981872559,7.3487138748168945,7.36177921295166,1.406967282295227,287040.0,3.83,3.3
123,1972-04-01,7.734114170074463,7.773306846618652,7.734114170074463,7.734114170074463,1.4781272411346436,160742.0,4.17,3.3
124,1972-05-01,7.368310928344727,7.387907981872559,7.276860237121582,7.309521198272705,1.3969799280166626,329139.0,4.27,3.1
125,1972-06-01,8.014998435974121,8.073787689208984,7.975804805755615,8.008465766906738,1.5355253219604492,162656.0,4.46,2.8
126,1972-07-01,7.995400905609131,8.073787689208984,7.995400905609131,8.03459358215332,1.540535807609558,83242.0,4.55,2.8
127,1972-08-01,8.622491836547852,8.71394157409668,8.570234298706055,8.700878143310547,1.6682863235473633,144477.0,4.8,3.3
128,1972-09-01,8.361204147338867,8.49184799194336,8.361204147338867,8.49184799194336,1.632838249206543,343491.0,4.87,2.8
129,1972-10-01,8.348139762878418,8.361204147338867,8.217495918273926,8.217495918273926,1.5800845623016355,199014.0,5.04,3.0
130,1972-11-01,8.674749374389648,8.779264450073242,8.6616849899292,8.753134727478027,1.6830793619155884,225805.0,5.06,3.0
131,1972-12-01,8.870715141296387,8.936037063598633,8.831521987915039,8.857650756835938,1.708218693733215,155002.0,5.33,3.0
132,1973-01-01,8.949101448059082,9.001358985900879,8.909908294677734,8.962165832519531,1.7283748388290403,185619.0,5.94,2.8
133,1973-02-01,8.80539321899414,8.80539321899414,8.570234298706055,8.596363067626953,1.6578296422958374,343491.0,6.58,2.8
134,1973-03-01,8.465719223022461,8.504912376403809,8.335075378417969,8.335075378417969,1.6122961044311523,259293.0,7.09,3.0
135,1973-04-01,8.831521987915039,8.831521987915039,8.674749374389648,8.727006912231445,1.6881091594696045,187533.0,7.12,3.2
136,1973-05-01,8.165238380432129,8.20443058013916,7.969273090362549,8.13910961151123,1.5743896961212158,351146.0,7.84,3.2
137,1973-06-01,8.648619651794434,8.6616849899292,8.531041145324707,8.648619651794434,1.6782071590423584,190403.0,8.49,3.2
138,1973-07-01,8.753134727478027,8.766200065612793,8.687813758850098,8.687813758850098,1.6858117580413818,220064.0,10.4,3.2
139,1973-08-01,8.936037063598633,8.97523021697998,8.922971725463867,8.962165832519531,1.7390486001968384,274602.0,10.5,3.2
140,1973-09-01,8.97523021697998,8.97523021697998,8.779264450073242,8.831521987915039,1.719378113746643,3075155.0,10.78,3.8
141,1973-10-01,9.354097366333008,9.380226135253906,9.249582290649414,9.249582290649414,1.8007667064666748,204755.0,10.01,4.3
142,1973-11-01,9.040552139282228,9.249582290649414,9.001358985900879,9.210389137268066,1.793137550354004,328182.0,10.03,4.5
143,1973-12-01,8.15217399597168,8.15217399597168,7.890885829925537,7.956208229064941,1.5539939403533936,868774.0,9.95,4.7
144,1974-01-01,8.15217399597168,8.243624687194824,8.099916458129883,8.230560302734375,1.6075793504714966,157872.0,9.65,4.9
145,1974-02-01,7.943143844604492,7.943143844604492,7.734114170074463,7.8125,1.525924801826477,380806.0,8.97,5.4
146,1974-03-01,8.021530151367188,8.073787689208984,7.890885829925537,7.890885829925537,1.5482583045959473,191360.0,9.35,5.8
147,1974-04-01,7.760241985321045,7.864758014678955,7.707984924316406,7.721048831939697,1.514933943748474,400899.0,10.51,6.2
148,1974-05-01,7.47282600402832,7.525084018707275,7.368310928344727,7.525084018707275,1.476483941078186,560685.0,11.31,6.8
149,1974-06-01,7.381374835968018,7.551211833953857,7.381374835968018,7.551211833953857,1.4882656335830688,468832.0,11.93,7.9
150,1974-07-01,7.681856155395508,7.707984924316406,7.551211833953857,7.564277172088623,1.4908404350280762,331053.0,12.92,8.8
151,1974-08-01,6.793478012084961,6.858799934387207,6.754284858703613,6.845736026763916,1.349223256111145,371238.0,12.01,9.6
152,1974-09-01,6.27090311050415,6.297031879425049,5.878972053527832,5.91816520690918,1.1723148822784424,574080.0,11.34,10.2
153,1974-10-01,5.121236801147461,5.121236801147461,4.886078834533691,5.016722202301025,0.9937502145767212,642013.0,10.06,10.6
154,1974-11-01,6.44074010848999,6.453804016113281,6.218645095825195,6.297031879425049,1.2473640441894531,518586.0,9.45,11.2
155,1974-12-01,5.500104904174805,5.500104904174805,5.199624061584473,5.199624061584473,1.0358624458312988,480314.0,8.53,11.1
156,1975-01-01,4.781564235687256,4.781564235687256,4.624791145324707,4.690113067626953,0.9343585968017578,1127110.0,7.13,11.5
157,1975-02-01,4.859950065612793,5.042850971221924,4.859950065612793,5.042850971221924,1.0046314001083374,789360.0,6.24,11.7
158,1975-03-01,5.6830058097839355,5.852842807769775,5.6830058097839355,5.839777946472168,1.1715580224990845,905133.0,5.54,11.4
159,1975-04-01,5.330267906188965,5.356396198272705,5.251881122589111,5.343331813812256,1.07196307182312,745347.0,5.49,11.3
160,1975-05-01,6.3492889404296875,6.506062030792236,6.3492889404296875,6.427676200866699,1.28950035572052,1785389.0,5.22,10.5
161,1975-06-01,6.963315010070801,7.107022762298584,6.963315010070801,7.041701793670654,1.42015540599823,350189.0,5.55,9.6
162,1975-07-01,7.015573024749756,7.015573024749756,6.95025110244751,6.989443778991699,1.4096161127090454,240157.0,6.1,9.1
163,1975-08-01,5.97042179107666,5.97042179107666,5.905099868774414,5.957357883453369,1.2014681100845337,414294.0,6.14,8.2
164,1975-09-01,5.74832820892334,5.74832820892334,5.604619979858398,5.604619979858398,1.1372649669647217,350189.0,6.24,7.7
165,1975-10-01,5.330267906188965,5.40865421295166,5.186559200286865,5.186559200286865,1.0524336099624634,488925.0,5.82,7.0
166,1975-11-01,6.009614944458008,6.009614944458008,5.892035961151123,5.905099868774414,1.198237657546997,695594.0,5.22,6.8
167,1975-12-01,6.414610862731934,6.466868877410889,6.401546955108643,6.401546955108643,1.3062195777893066,286083.0,5.2,6.7
168,1976-01-01,5.787520885467529,5.787520885467529,5.696070194244385,5.74832820892334,1.1729323863983154,363584.0,4.87,6.7
169,1976-02-01,6.519125938415527,6.519125938415527,6.427676200866699,6.506062030792236,1.327546238899231,565469.0,4.77,6.5
170,1976-03-01,6.009614944458008,6.127194881439209,6.009614944458008,6.114130020141602,1.2551308870315552,491795.0,4.84,6.6
171,1976-04-01,6.702027797698975,6.702027797698975,6.597513198852539,6.61057710647583,1.357042670249939,540592.0,4.82,6.4
172,1976-05-01,6.453804016113281,6.453804016113281,6.231709957122803,6.27090311050415,1.2873138189315796,598957.0,5.29,6.5
173,1976-06-01,5.74832820892334,5.80058479309082,5.722198963165283,5.774456977844238,1.1929441690444946,580778.0,5.48,6.5
174,1976-07-01,5.813650131225586,5.878972053527832,5.80058479309082,5.826714038848877,1.2037396430969238,611395.0,5.31,6.7
175,1976-08-01,6.31009578704834,6.3362250328063965,6.257839202880859,6.283967018127441,1.2982028722763062,310960.0,5.29,6.8
176,1976-09-01,6.466868877410889,6.558319091796875,6.427676200866699,6.545255184173584,1.3599809408187866,561642.0,5.25,6.8
177,1976-10-01,6.728156089782715,6.767348766326904,6.662834167480469,6.688962936401367,1.3898414373397827,533894.0,5.02,6.7
178,1976-11-01,6.297031879425049,6.31009578704834,6.257839202880859,6.27090311050415,1.3029770851135254,326269.0,4.95,6.5
179,1976-12-01,5.957357883453369,5.983487129211426,5.839777946472168,5.878972053527832,1.229383111000061,693680.0,4.65,6.1
180,1977-01-01,5.839777946472168,5.957357883453369,5.839777946472168,5.878972053527832,1.229383111000061,311917.0,4.61,6.3
181,1977-02-01,5.291073799133301,5.3694610595703125,5.291073799133301,5.3694610595703125,1.1228357553482056,621920.0,4.68,6.3
182,1977-03-01,5.343331813812256,5.3955888748168945,5.343331813812256,5.3955888748168945,1.1378759145736694,457350.0,4.69,6.2
183,1977-04-01,5.264945983886719,5.330267906188965,5.264945983886719,5.291073799133301,1.1158344745635986,528154.0,4.73,6.3
184,1977-05-01,5.0689802169799805,5.121236801147461,5.055915832519531,5.095108985900879,1.0745079517364502,281299.0,5.35,6.3
185,1977-06-01,5.016722202301025,5.134302139282227,5.016722202301025,5.10817289352417,1.0865216255187988,687939.0,5.39,6.6
186,1977-07-01,5.147366046905518,5.147366046905518,5.016722202301025,5.095108985900879,1.083742618560791,423862.0,5.42,6.3
187,1977-08-01,5.23881721496582,5.27800989151001,5.23881721496582,5.251881122589111,1.1170880794525146,281299.0,5.9,6.2
188,1977-09-01,5.44784688949585,5.487040042877197,5.44784688949585,5.473976135253906,1.1741855144500732,396115.0,6.14,6.2
189,1977-10-01,5.291073799133301,5.330267906188965,5.225752830505371,5.330267906188965,1.1433608531951904,692723.0,6.47,6.0
190,1977-11-01,5.003657817840576,5.003657817840576,4.925271987915039,4.93833589553833,1.0592889785766602,562598.0,6.51,5.9
191,1977-12-01,5.055915832519531,5.095108985900879,4.977529048919678,4.990593910217285,1.0796761512756348,757786.0,6.56,6.5
192,1978-01-01,5.029787063598633,5.029787063598633,4.886078834533691,4.886078834533691,1.0570651292800903,1135722.0,6.7,6.4
193,1978-02-01,4.899143218994141,4.93833589553833,4.899143218994141,4.93833589553833,1.068370699882507,297565.0,6.78,6.2
194,1978-03-01,4.716241836547852,4.716241836547852,4.677048206329346,4.703176975250244,1.0284959077835083,996986.0,6.79,6.3
195,1978-04-01,4.559469223022461,4.559469223022461,4.507212162017822,4.533339977264404,0.9913548231124878,725254.0,6.89,6.5
196,1978-05-01,5.343331813812256,5.473976135253906,5.330267906188965,5.40865421295166,1.1827703714370728,1052480.0,7.36,6.8
197,1978-06-01,5.591555118560791,5.643813133239746,5.591555118560791,5.6307477951049805,1.2426351308822632,480314.0,7.6,7.0
198,1978-07-01,5.74832820892334,5.74832820892334,5.696070194244385,5.696070194244385,1.2570501565933228,292781.0,7.81,7.4
199,1978-08-01,6.244773864746094,6.244773864746094,6.179451942443848,6.192516803741455,1.3666096925735474,655408.0,8.04,7.5
200,1978-09-01,6.47993278503418,6.558319091796875,6.466868877410889,6.506062030792236,1.4469356536865234,369325.0,8.45,7.9
201,1978-10-01,6.0880022048950195,6.1402587890625,6.061872959136963,6.1010661125183105,1.3568662405014038,403770.0,8.96,8.4
202,1978-11-01,6.1010661125183105,6.257839202880859,6.1010661125183105,6.257839202880859,1.3917328119277954,2414963.0,9.76,8.7
203,1978-12-01,6.297031879425049,6.375418186187744,6.297031879425049,6.375418186187744,1.429948806762695,1335693.0,10.03,8.5
204,1979-01-01,6.597513198852539,6.61057710647583,6.506062030792236,6.61057710647583,1.482692837715149,817107.0,10.07,8.6
205,1979-02-01,6.47993278503418,6.545255184173584,6.44074010848999,6.545255184173584,1.4680415391921997,662106.0,10.06,9.2
206,1979-03-01,5.892035961151123,5.91816520690918,5.852842807769775,5.892035961151123,1.3350489139556885,642970.0,10.09,9.3
207,1979-04-01,6.0357441902160645,6.0357441902160645,5.931229114532471,6.009614944458008,1.361691117286682,559728.0,10.01,9.3
208,1979-05-01,5.852842807769775,5.878972053527832,5.80058479309082,5.839777946472168,1.3232088088989258,481270.0,10.24,9.4
209,1979-06-01,5.787520885467529,5.80058479309082,5.761392116546631,5.787520885467529,1.3255069255828855,319571.0,10.29,9.3
210,1979-07-01,5.892035961151123,5.892035961151123,5.839777946472168,5.878972053527832,1.3464510440826416,451610.0,10.47,9.6
