Year,Close SP500,Interest Rate,Unemployment Rate,Inflation Rate,CPIAUCSL,Close RUSSELL2000,Close Oil,Close Gold,OPEN_CLOSE_CHANGE_%_SP500,OPEN_CLOSE_CHANGE_%_RUSSELL2000,OPEN_CLOSE_CHANGE_%_Gold,LOW_HIGH_CHANGE_%_SP500,LOW_HIGH_CHANGE_%_RUSSELL2000,LOW_HIGH_CHANGE_%_Gold,Interest_Rate_Change,Inflation_Rate_Change,Unemployment_Rate_Change,CPI_Change,VOLUME_CHANGE_%_RUSSELL2000,VOLUME_CHANGE_%_SP500
1987,7.2138192649949415,6.9201538461538465,5.833846153846154,4.298461538461539,115.3323076923077,125.30723067692308,17.881999999999998,473.0753846153846,0.11067815104229677,-0.003427417491777649,-0.00604180102437756,0.04191837741552647,0.024501200297013706,0.0,-0.008125000000000007,-0.0015624999999999944,-0.004687499999999997,0.009374999999999911,0.04556073077611579,0.06956957636993728
1988,7.429951846377677,7.5679766536964985,5.493385214007782,4.416731517509727,118.27626459143968,142.18435754863813,14.941789883268482,436.7060311284047,0.06960994239406851,0.0009446871790064453,-0.005979250514141898,0.020895697043805794,0.006415464186381866,0.0,0.0077431906614786,0.0019455252918287938,-0.0015564202334630364,0.01984435797665373,0.027236637371480174,0.04209713432487663
1989,8.580725609598852,9.220234375,5.257421875,4.514453125,123.9453125,166.5293748984375,18.25859375,381.071171875,0.056682958964412465,0.0006413595486075743,-0.006087383496421543,0.01792824541165342,0.005413858258777507,0.0,-0.001210937500000002,-0.0011718749999999993,0.0003906250000000021,0.021874999999999978,0.02374208431794506,0.05223051440588823
1990,8.65558034493651,8.100232558139535,5.616279069767442,5.017829457364341,130.66124031007752,150.25344955813955,23.701937984496126,383.75100775193795,0.023760807669098633,-0.0007987736716769936,-0.00805688054311333,0.02172215574459876,0.008201734962029295,0.0,-0.004418604651162789,0.003100775193798449,0.0034883720930232536,0.03062015503875966,0.018787174446896465,0.038738682044279577
1991,9.802418297603262,5.68739299610895,6.850583657587549,4.89455252918288,136.1762645914397,169.76260715953308,20.084591439688715,362.38182879377433,0.015876466571923428,0.0015583118535111426,-0.005628799084024003,0.021058262070514665,0.008170973100845063,0.0,-0.011206225680933851,-0.0031128404669260694,0.0038910505836575876,0.01556420233463035,0.026942630519410805,0.04326106617940007
1992,10.801761345145406,3.5209652509652507,7.490733590733591,3.650965250965251,140.3073359073359,199.37393825482627,19.300965250965252,344.01644787644784,0.0005757954593631058,0.00060185355530209,-0.0019792456981291787,0.019708757152574398,0.007222823880886632,0.0,-0.00583011583011583,-0.004247104247104249,0.00038610038610038816,0.01583011583011592,0.015448008224773097,0.031383951618730775
1993,12.18071401287622,3.0226953125,6.90546875,3.30625,144.485546875,237.196719046875,17.03921875,360.2809765625,0.00024207274442731677,0.0006910931854235956,0.000757586966304357,0.019867455442802873,0.00567717262765929,0.0,0.00015625000000000014,-0.0003906249999999986,-0.0035156250000000014,0.015625,0.016839813986269544,0.034199994538052954
1994,12.271178695839339,4.2038671875,6.098046875,2.8515625,148.23046875,252.44417949609374,15.8150390625,384.3011328125,-8.811783715456782e-05,8.91473343691548e-06,-5.607224188509305e-05,0.020400078390380494,0.0065862949433753955,0.0,0.0097265625,-0.0023437500000000003,-0.00390625,0.014843749999999933,0.019456264396643552,0.02952757526234139
1995,14.202381399567724,5.8361328125,5.591015625,2.991015625,152.38359375,282.5845312890625,17.0227734375,384.2571875,0.0010905057388037305,0.0010605782386900783,-2.3708118764021652e-05,0.019606861869330083,0.005852267782170487,0.0,0.0005859374999999979,0.0015624999999999997,0.0003906249999999986,0.014843750000000044,0.02133987310225903,0.04095183538768623
1996,16.93840172375331,5.3,5.4077519379844965,2.716666666666667,156.86085271317828,337.0000772131783,20.63906976744186,387.75988372093025,0.0005475625988122088,0.0006048242753454833,-0.00020765677190286597,0.021306706345473766,0.007016314778560519,0.0,-0.0012015503875968977,-0.0015503875968992246,-0.0007751937984496097,0.020155038759689877,0.04591573727327982,0.04183022561822127
1997,21.39983318379735,5.4607722007722,4.942471042471042,2.391891891891892,160.52586872586872,397.0884181737452,19.15069498069498,331.4037837837838,0.0007682996965039574,0.000866751678111125,-0.0008067944130764308,0.024522786762414088,0.0083175350557465,0.0,0.0008108108108108107,-0.001544401544401544,-0.0027027027027027033,0.010424710424710491,0.019748393464013882,0.04150860792172113
1998,24.855180835224015,5.351828793774319,4.501167315175097,2.2747081712062256,163.01634241245134,424.34766530350197,12.776731517509727,294.2350194552529,0.0003194440590274591,-0.00011078579272872518,0.00019598372923330357,0.02908431697637111,0.01266598637047117,0.0,-0.0031906614785992228,0.0007782101167315165,-0.0011673151750972756,0.010116731517509706,0.016807999755292378,0.034887756315003134
1999,28.948424711550526,4.972980392156862,4.214117647058823,2.08,166.60196078431372,432.5383523294118,17.933647058823528,278.82823529411763,-0.000519708298362596,0.0008445970079480443,-6.865571633484472e-06,0.03459130210273161,0.011589211249444674,0.0,0.002431372549019608,-0.00196078431372549,-0.0015686274509803936,0.017254901960784337,0.009861553335677285,0.03290084795378038
2000,33.149179548852125,6.239375,3.968359375,2.43515625,172.19453124999998,510.3871876015625,28.521953125,279.213671875,-0.00025734524297168186,0.00012541690789484794,-3.779852793787704e-05,0.045646329551404095,0.022552572082535208,0.0,0.004296875000000002,0.0027343750000000007,-0.00039062500000000035,0.022656249999999933,0.04847235130617662,0.038207482268292195
2001,31.254876562106826,3.892766798418972,4.740316205533596,2.658498023715415,177.0292490118577,469.81379466798415,24.32798418972332,271.20521739130436,5.384927973779444e-05,0.00020497027467133256,-0.00019592816556862532,0.03345376742702782,0.016719951194476116,0.0,-0.018102766798418973,0.0003952569169960478,0.007114624505928855,0.011067193675889373,0.10435197768777901,0.04069930272720703
2002,28.479055217613304,1.6675390625,5.783984375,2.315234375,179.8890625,435.988830203125,25.0324609375,310.6630078125,-0.00044505338447100543,-0.0009246155936044116,0.0011309500071074129,0.03310763428436733,0.01871633597326234,0.0,-0.0022656250000000003,-0.003125000000000001,0.0011718749999999993,0.017187500000000022,0.03423365778144347,0.0335709081487351
2003,28.241549852629642,1.1263565891472869,5.993023255813954,1.4500000000000002,184.00426356589148,451.4716284651163,28.869806201550386,364.151511627907,0.0008250725677991616,0.001625910582986051,0.0008667736633952254,0.02337244803989198,0.014543597263580371,0.0,-0.0010077519379844962,-0.003100775193798449,-0.001162790697674418,0.014341085271317786,0.019327549855592388,0.03966967388213795
2004,34.496060976482845,1.3515625,5.541796875,1.76875,188.916015625,579.675507296875,38.2595703125,409.628046875,0.0004490985836860619,0.0005258528812820333,0.00026267711335896187,0.01962151121220799,0.014184571926453194,0.0,0.004609375000000001,0.004296875,-0.0011718749999999993,0.024218749999999956,0.011080561234189878,0.02520899722503963
2005,38.083952984897124,3.2194117647058826,5.079607843137254,2.164313725490196,195.29098039215685,640.7088641803922,54.522549019607844,445.4052941176471,-9.237497979054135e-05,0.0002164893840902805,0.0006628378074334806,0.019437343063542726,0.013000802257658794,0.0,0.00784313725490196,0.0,-0.00196078431372549,0.025098039215686298,0.01552236677095736,0.028303800147388054
2006,42.17742271427091,4.9679215686274505,4.607450980392157,2.4945098039215687,201.57333333333335,734.9225475960784,65.142,604.5006274509805,0.0003190564758834583,0.0006819128250027364,0.0009473836486432201,0.019925544238108286,0.014550689414633923,0.020288223522563355,0.004235294117647059,0.0015686274509803919,-0.00196078431372549,0.0196078431372549,0.017293640422399715,0.02680296965551303
